date,open,close,high,low,volume
2023-01-03,2.851,2.951,2.981,2.811,16286894
2023-01-04,2.961,3.011,3.031,2.961,13038000
2023-01-05,3.041,3.011,3.091,2.981,15623503
2023-01-06,3.011,2.971,3.041,2.961,9859499
2023-01-09,3.001,2.991,3.031,2.981,8732770
2023-01-10,2.991,2.991,3.021,2.971,9627500
2023-01-11,3.021,2.961,3.041,2.961,14447036
2023-01-12,2.981,2.961,3.011,2.931,6190000
2023-01-13,2.961,2.951,2.981,2.921,10378795
2023-01-16,2.971,2.991,3.071,2.951,21925930
2023-01-17,2.971,2.981,3.011,2.971,6882250
2023-01-18,3.001,3.041,3.051,3.001,7016289
2023-01-19,3.001,3.011,3.031,2.981,2958865
2023-01-20,3.021,3.101,3.101,3.021,10293000
2023-01-26,3.111,3.161,3.201,3.111,6433768
2023-01-27,3.201,3.191,3.201,3.151,5665386
2023-01-30,3.171,3.021,3.191,2.971,32674575
2023-01-31,3.021,3.041,3.051,2.991,11526000
2023-02-01,3.041,3.141,3.191,3.031,29623590
2023-02-02,3.151,3.181,3.201,3.131,12493000
2023-02-03,3.141,3.131,3.171,3.111,9555873
2023-02-06,3.111,3.051,3.111,3.001,9485870
2023-02-07,3.091,3.081,3.131,3.061,10430900
2023-02-08,3.081,3.051,3.111,3.041,5179538
2023-02-09,3.071,3.101,3.111,3.071,6739000
2023-02-10,3.101,3.061,3.101,3.041,8359376
2023-02-13,3.081,3.161,3.181,3.041,17509508
2023-02-14,3.171,3.141,3.201,3.121,6028000
2023-02-15,3.141,3.081,3.161,3.071,6324152
2023-02-16,3.081,3.101,3.171,3.061,8925555
2023-02-17,3.111,3.091,3.151,3.081,7978000
2023-02-20,3.101,3.261,3.261,3.071,37288731
2023-02-21,3.261,3.221,3.301,3.191,18429514
2023-02-22,3.241,3.181,3.251,3.181,10192250
2023-02-23,3.221,3.171,3.221,3.151,7091889
2023-02-24,3.191,3.111,3.191,3.111,10354256
2023-02-27,3.101,3.001,3.121,2.981,21248177
2023-02-28,3.031,3.011,3.051,2.981,10881000
2023-03-01,3.011,3.141,3.151,3.011,21564346
2023-03-02,3.121,3.341,3.401,3.121,65449429
2023-03-03,3.391,3.671,3.721,3.371,129610117
2023-03-06,3.701,3.621,3.861,3.601,76549833
2023-03-07,3.621,3.621,3.861,3.611,63541511
2023-03-08,3.581,3.861,3.881,3.571,88706140
2023-03-09,3.881,3.831,3.891,3.751,24921286
2023-03-10,3.791,3.681,3.881,3.641,41213771
2023-03-13,3.671,3.941,3.951,3.671,69756179
2023-03-14,3.921,3.831,3.981,3.751,46442113
2023-03-15,3.891,4.101,4.191,3.841,75657524
2023-03-16,4.071,3.991,4.151,3.931,31505517
2023-03-17,4.061,4.191,4.271,4.031,55803250
2023-03-20,4.151,4.121,4.421,3.971,67420160
2023-03-21,4.181,3.951,4.201,3.941,30849957
2023-03-22,3.981,3.921,4.111,3.841,26832254
2023-03-23,3.921,4.021,4.101,3.861,36717135
2023-03-24,4.051,3.791,4.051,3.771,37861000
2023-03-27,3.801,3.711,3.811,3.691,23405480
2023-03-28,3.721,3.811,3.861,3.721,15093000
2023-03-29,3.811,3.651,3.811,3.601,27811574
2023-03-30,3.681,3.701,3.731,3.591,16478461
2023-03-31,3.721,3.771,3.791,3.621,23517000
2023-04-03,3.801,3.681,3.821,3.661,21682175
2023-04-04,3.701,3.931,4.001,3.701,66697619
2023-04-06,3.941,3.881,4.031,3.861,23251718
2023-04-11,3.951,3.921,3.981,3.831,24431182
2023-04-12,3.931,4.071,4.121,3.931,22373885
2023-04-13,4.051,4.111,4.151,4.021,21590864
2023-04-14,4.151,4.181,4.221,4.111,25880909
2023-04-17,4.151,4.351,4.361,4.121,39385382
2023-04-18,4.351,4.391,4.451,4.301,23933020
