date,open,close,high,low,volume
2023-01-03,203.708,215.508,216.708,202.308,6894915
2023-01-04,217.908,231.708,231.708,215.508,11835143
2023-01-05,248.708,238.108,249.308,235.708,13064014
2023-01-06,241.708,240.708,244.908,236.908,11143856
2023-01-09,240.708,240.708,243.908,237.108,8859205
2023-01-10,238.708,240.708,241.708,235.108,5864606
2023-01-11,237.308,237.308,243.108,234.908,8159286
2023-01-12,237.708,238.108,240.708,231.908,9990408
2023-01-13,238.908,238.908,239.908,229.908,6449487
2023-01-16,240.508,234.508,240.908,231.108,5128571
2023-01-17,231.708,230.308,234.308,225.308,8091792
2023-01-18,222.908,226.108,226.108,216.908,10610610
2023-01-19,219.108,222.508,225.308,217.908,6765457
2023-01-20,225.708,229.508,231.508,224.508,6492161
2023-01-26,235.308,236.108,236.108,230.708,6191386
2023-01-27,240.908,242.108,242.108,236.908,5555259
2023-01-30,237.108,228.108,239.708,226.908,10769927
2023-01-31,228.708,222.308,229.708,218.908,9233551
2023-02-01,223.108,228.708,228.708,220.708,8013925
2023-02-02,231.508,227.108,233.308,226.108,5792332
2023-02-03,219.308,221.508,224.508,217.708,6676415
2023-02-06,212.708,213.308,214.308,209.308,6718137
2023-02-07,213.708,213.308,216.908,211.108,4720757
2023-02-08,214.108,209.908,215.708,208.908,5734017
2023-02-09,207.708,215.308,215.708,206.708,6530590
2023-02-10,207.708,201.108,209.708,199.508,12439326
2023-02-13,191.108,198.108,199.308,190.008,16376266
2023-02-14,196.308,194.308,196.508,192.308,9095805
2023-02-15,195.708,192.708,196.908,190.508,8234044
2023-02-16,195.708,203.308,208.308,195.308,13546520
2023-02-17,203.708,201.308,206.508,200.108,6859486
2023-02-20,199.108,198.108,201.508,197.308,5989310
2023-02-21,196.108,180.408,197.308,179.708,22613377
2023-02-22,174.108,174.708,179.608,172.708,19767488
2023-02-23,169.508,178.008,179.408,169.508,15161702
2023-02-24,174.508,169.108,176.108,168.108,12274957
2023-02-27,166.708,168.708,172.608,166.508,10191538
2023-02-28,168.208,164.408,168.708,162.008,15577215
2023-03-01,164.808,174.008,175.308,164.208,10224998
2023-03-02,169.508,169.808,171.308,167.508,9798016
2023-03-03,176.308,175.408,178.408,173.908,9105981
2023-03-06,178.708,178.008,181.408,175.908,9953007
2023-03-07,179.108,177.108,182.908,173.308,7839049
2023-03-08,172.708,169.008,173.208,167.408,10066987
2023-03-09,173.608,170.008,174.108,169.208,8259285
2023-03-10,152.208,149.408,153.808,148.708,43661369
2023-03-13,149.708,149.708,155.208,148.308,20493003
2023-03-14,148.308,146.208,150.908,144.408,14841727
2023-03-15,149.608,149.908,151.608,148.108,9224652
2023-03-16,145.408,145.708,149.208,144.308,8984223
2023-03-17,148.508,145.308,148.708,143.508,18824803
2023-03-20,143.108,141.108,144.208,137.808,11644403
2023-03-21,140.108,140.808,141.408,136.408,11079465
2023-03-22,145.708,143.608,148.408,142.508,10701327
2023-03-23,142.308,149.508,149.908,141.208,12582745
2023-03-24,146.508,149.508,153.008,146.008,12333500
2023-03-27,148.308,143.908,149.208,142.508,10765673
2023-03-28,147.708,146.808,147.908,144.808,7329905
2023-03-29,156.908,149.808,158.708,148.908,17110423
2023-03-30,151.208,153.908,155.008,150.208,14622088
2023-03-31,165.508,162.708,167.208,162.108,24058257
2023-04-03,162.308,160.408,162.908,158.008,9360923
2023-04-04,158.141,157.141,158.641,154.141,8033703
2023-04-06,151.141,152.141,152.541,149.041,12979395
2023-04-11,152.141,151.741,154.841,149.341,9024853
2023-04-12,150.841,146.141,150.941,144.441,10761564
2023-04-13,137.541,143.041,143.041,136.641,13821516
2023-04-14,142.541,140.841,142.641,139.541,11727208
2023-04-17,138.141,142.541,144.341,136.841,11257419
2023-04-18,141.741,141.641,142.641,139.641,8085116
2023-04-19,141.641,137.341,141.641,136.741,10183194
2023-04-20,137.241,136.041,138.541,135.141,12571216
2023-04-21,134.641,132.841,135.141,131.541,11385223
2023-04-24,131.841,131.541,133.741,129.941,9038647
2023-04-25,129.841,125.841,130.041,124.741,11030238
2023-04-26,125.841,129.241,131.841,125.841,11282847
2023-04-27,129.241,129.041,129.241,126.641,7979961
2023-04-28,129.441,129.041,131.741,128.441,8128265
2023-05-02,132.241,131.341,135.941,129.441,9336864
2023-05-03,127.941,127.441,128.541,125.541,8607140
2023-05-04,128.641,130.641,130.941,128.241,7529847
2023-05-05,133.841,133.941,136.141,132.841,8147678
2023-05-08,133.941,132.641,134.841,131.341,6663123
2023-05-09,133.341,129.641,133.741,129.041,7426665
2023-05-10,129.641,128.741,130.641,126.741,13575422
2023-05-11,131.241,128.141,132.641,125.341,12467373
2023-05-12,139.141,137.941,139.141,135.441,21710205
2023-05-15,132.941,134.241,136.441,130.741,13391094
2023-05-16,140.141,139.941,140.841,139.141,11971065
2023-05-17,142.341,136.741,142.341,135.241,11128795
2023-05-18,139.041,137.141,139.841,136.341,9925411
2023-05-19,134.941,130.341,134.941,129.841,10896133
2023-05-22,131.641,133.241,135.841,129.941,6265046
2023-05-23,134.441,131.541,134.741,130.541,5136527
2023-05-24,130.141,128.441,130.441,127.741,5589836
2023-05-25,125.841,123.241,126.041,121.541,12264676
2023-05-29,123.241,121.041,123.841,120.641,9573227
2023-05-30,122.241,123.141,124.141,119.241,9767010
2023-05-31,119.241,119.041,119.441,115.841,31696443
2023-06-01,121.441,123.141,126.041,120.741,21801803
2023-06-02,129.241,131.641,132.441,127.441,19619054
2023-06-05,128.141,131.541,131.741,128.141,8637266
2023-06-06,134.941,134.541,137.741,133.441,8797161
2023-06-07,140.141,137.341,140.141,135.441,9050028
2023-06-08,136.941,137.841,138.541,136.041,6799043
2023-06-09,137.941,138.141,139.041,136.341,6664745
2023-06-12,138.141,136.941,138.141,134.641,5380386
2023-06-13,136.841,140.541,141.141,136.341,6543742
2023-06-14,142.241,140.641,143.341,139.041,4856129
2023-06-15,143.141,148.341,148.641,141.941,13180426
2023-06-16,149.141,150.541,152.541,146.741,12783130
2023-06-19,149.341,147.541,150.141,144.141,6885818
2023-06-20,146.941,142.841,146.941,141.641,7948980
2023-06-21,137.841,135.741,139.341,135.441,8278540
2023-06-23,135.341,133.241,135.741,131.941,8687735
2023-06-26,129.241,129.241,131.241,128.741,8800583
2023-06-27,129.941,132.841,133.941,129.741,7918347
2023-06-28,131.841,131.141,132.541,129.741,9659309
2023-06-29,130.441,126.041,130.441,125.141,11448891
2023-06-30,126.141,125.541,127.341,124.341,8073936
2023-07-03,127.641,131.441,132.041,127.141,10049005
2023-07-04,131.441,135.341,135.441,130.641,6734973
2023-07-05,134.441,131.841,135.741,131.341,3465074
2023-07-06,130.041,128.641,131.941,126.541,7700580
2023-07-07,127.041,127.841,129.841,124.641,8837699
2023-07-10,132.441,130.141,132.941,129.041,5877453
2023-07-11,132.741,132.641,134.441,131.841,6739947
2023-07-12,134.741,134.741,136.941,133.341,5219331
2023-07-13,140.041,143.841,143.841,138.941,14165794
2023-07-14,148.341,143.641,148.441,142.241,10220309
2023-07-18,140.641,136.641,140.941,135.441,12104169
2023-07-19,133.541,135.941,136.841,130.941,9558761
2023-07-20,136.441,136.041,139.141,135.141,4882915
2023-07-21,135.841,138.341,140.841,135.541,3848023
2023-07-24,135.041,134.541,137.241,132.941,6472926
2023-07-25,141.641,145.441,146.441,141.341,13870351
2023-07-26,143.641,142.641,143.641,141.741,5044730
2023-07-27,145.141,144.441,146.341,142.741,7226209
2023-07-28,141.441,146.541,147.641,140.841,8283419
2023-07-31,155.841,152.941,157.641,151.841,18408224
2023-08-01,153.141,151.341,156.641,149.541,8944417
2023-08-02,151.141,145.841,151.841,145.341,10221363
2023-08-03,142.941,143.441,146.241,142.341,6298502
2023-08-04,148.241,148.141,150.341,146.041,6944259
2023-08-07,147.541,148.341,150.341,145.441,5325575
2023-08-08,144.641,141.541,144.641,141.041,8909879
2023-08-09,141.141,142.241,143.741,140.441,4939474
2023-08-10,140.541,142.241,142.841,138.541,5429141
2023-08-11,143.141,139.241,143.641,138.641,6007880
2023-08-14,134.541,137.341,137.541,133.641,7781906
2023-08-15,136.041,135.341,138.741,134.541,7033239
2023-08-16,132.941,133.741,136.441,132.741,7357815
2023-08-17,128.541,131.741,132.641,127.241,15189227
2023-08-18,127.741,124.341,129.541,124.341,17175129
2023-08-21,120.941,122.141,125.841,120.941,11659908
2023-08-22,122.341,124.441,126.741,121.741,8280596
2023-08-23,124.441,124.141,125.841,123.141,6598692
2023-08-24,124.941,126.341,127.441,123.941,8943038
2023-08-25,123.341,123.141,124.241,122.541,6677775
2023-08-28,129.541,124.241,129.741,123.941,6023360
2023-08-29,125.141,126.941,127.641,124.841,5915101
2023-08-30,127.741,124.941,128.541,123.941,7796486
2023-08-31,125.141,121.941,126.341,121.241,17121776
2023-09-04,125.941,128.341,129.341,123.841,20415714
2023-09-05,126.941,125.341,127.941,125.041,8667579
2023-09-06,126.141,125.741,127.341,124.541,8197063
2023-09-07,124.241,121.641,125.241,121.341,8990170
2023-09-11,117.341,118.741,119.841,115.941,19094054
2023-09-12,116.641,117.841,119.141,116.141,6790145
2023-09-13,117.841,116.841,118.941,115.941,6427598
2023-09-14,117.441,117.141,118.041,115.941,7515238
2023-09-15,117.941,117.741,119.541,116.241,11461269
2023-09-18,116.541,114.141,117.041,114.141,9895275
2023-09-19,114.241,112.741,114.941,110.541,11605963
2023-09-20,112.841,111.141,113.241,111.141,7836229
2023-09-21,111.141,109.841,111.641,109.141,7654302
2023-09-22,109.441,113.441,113.641,109.041,11004795
2023-09-25,112.141,108.541,112.541,108.341,9053631
2023-09-26,108.141,105.441,109.341,105.141,17008879
2023-09-27,106.541,106.541,108.541,105.841,13797259
2023-09-28,106.241,104.241,107.041,103.841,9100120
2023-09-29,105.041,108.241,109.441,104.241,7425918
2023-10-03,105.441,104.541,105.541,103.341,9165391
2023-10-04,103.841,103.441,104.141,102.341,6847283
2023-10-05,104.141,104.641,105.941,103.641,6681323
2023-10-06,106.741,106.341,107.441,105.341,7431822
2023-10-09,104.641,106.941,108.041,103.841,7159342
2023-10-10,109.241,108.541,112.341,108.041,9907644
2023-10-11,111.841,110.241,112.041,109.741,6948831
2023-10-12,112.741,110.841,113.141,110.041,8739630
2023-10-13,102.141,97.341,103.341,95.641,40812885
2023-10-16,98.041,96.841,100.741,95.241,16265661
2023-10-17,100.641,99.141,100.641,98.241,10018401
2023-10-18,96.841,95.941,97.941,95.341,15618440
2023-10-19,92.141,90.341,93.141,90.091,25950460
2023-10-20,89.191,89.791,90.791,88.241,12990207
2023-10-24,88.641,87.041,89.891,86.491,18259565
2023-10-25,91.341,89.791,92.241,89.091,15220177
2023-10-26,90.941,91.241,92.641,90.441,11405751
2023-10-27,94.141,94.541,95.741,93.541,15340532
2023-10-30,93.141,94.441,95.741,93.141,9831290
2023-10-31,94.441,92.941,95.041,92.541,5371974
2023-11-01,92.341,91.891,93.141,90.341,7568142
2023-11-02,93.641,92.541,95.041,92.191,4548782
2023-11-03,94.341,96.241,97.141,93.341,9700407
2023-11-06,99.941,100.141,100.841,99.241,9012380
2023-11-07,99.341,97.741,99.541,97.141,6720551
2023-11-08,96.741,96.841,98.841,96.441,7371413
2023-11-09,96.341,95.241,96.741,94.641,8392126
2023-11-10,92.941,92.141,93.041,91.541,7459545
2023-11-13,92.941,93.941,94.341,91.841,6955880
2023-11-14,93.541,92.691,94.341,91.991,5044540
2023-11-15,97.541,99.041,99.041,96.541,13253618
2023-11-16,104.541,101.141,104.541,100.041,19953606
2023-11-17,100.541,98.541,101.641,97.541,13989742
2023-11-20,100.941,101.741,102.841,100.341,13348160
2023-11-21,103.741,103.941,106.141,103.241,15826463
2023-11-22,103.741,103.341,104.241,102.441,6837913
2023-11-23,102.741,105.741,106.141,102.341,6392557
2023-11-24,104.541,103.641,105.241,103.341,5397138
2023-11-27,105.841,103.841,105.841,102.741,5193665
2023-11-28,102.641,101.441,103.241,101.041,8587054
2023-11-29,102.541,99.741,102.841,99.041,15107674
2023-11-30,97.641,99.841,100.141,97.641,11123904
2023-12-01,99.641,98.941,100.141,98.441,13866532
2023-12-04,99.841,96.941,99.941,96.541,9475305
2023-12-05,95.741,95.241,96.041,94.041,12432306
2023-12-06,95.241,96.541,97.441,93.541,7681977
2023-12-07,95.941,97.141,97.741,95.141,5711829
2023-12-08,96.541,97.941,98.941,95.941,10925791
2023-12-11,95.141,91.391,95.641,89.741,23702314
2023-12-12,92.641,93.441,94.541,91.391,7714227
2023-12-13,91.141,91.041,91.491,90.041,11319014
2023-12-14,92.741,91.941,93.441,91.041,10803242
2023-12-15,95.341,98.841,102.341,95.241,28156143
2023-12-18,98.241,98.641,99.241,97.641,7963448
2023-12-19,97.241,95.841,97.341,94.941,7574945
