date,open,close,high,low,volume
2025-05-19,49.99,41.41,49.99,41.38,265682
2025-05-20,39.0,38.87,40.58,38.53,181491
2025-05-21,38.32,37.11,38.72,37.06,132064
2025-05-22,37.15,37.6,38.38,37.15,102398
2025-05-23,37.6,36.06,37.67,36.01,92814
2025-05-26,35.86,36.15,36.49,35.67,53003
2025-05-27,36.1,35.9,36.25,35.76,41067
2025-05-28,35.89,36.11,36.3,35.66,46147
2025-05-29,36.01,36.82,37.32,35.82,65129
2025-05-30,36.58,36.58,36.98,36.25,49018
2025-06-03,36.22,36.61,36.75,36.02,38816
2025-06-04,36.5,36.97,37.3,36.31,51227
2025-06-05,36.97,36.38,36.98,36.31,46702
2025-06-06,36.3,36.21,36.55,36.04,30893
2025-06-09,36.28,36.69,36.78,36.2,42676
2025-06-10,36.6,36.72,36.98,36.19,44873
2025-06-11,36.68,36.8,37.07,36.58,37064
2025-06-12,36.61,36.9,36.98,36.6,34456
2025-06-13,36.77,36.84,37.98,36.68,66686
2025-06-16,36.55,36.55,36.82,36.2,35003
2025-06-17,36.58,37.38,38.46,36.58,72339
2025-06-18,37.16,36.84,37.17,36.56,32673
2025-06-19,36.7,35.63,36.79,35.0,46895
2025-06-20,35.44,35.59,36.15,35.26,21443
2025-06-23,35.6,35.87,35.87,35.06,21570
2025-06-24,35.89,36.39,36.42,35.75,27228
2025-06-25,36.35,36.5,36.51,36.03,27068
2025-06-26,36.36,36.06,36.47,35.97,24215
2025-06-27,36.12,36.39,36.89,36.12,34837
2025-06-30,36.39,36.61,36.72,36.29,23419
2025-07-01,36.64,36.53,36.89,36.32,22974
2025-07-02,36.52,36.39,36.75,36.23,19773
2025-07-03,36.36,36.54,36.66,36.35,18789
2025-07-04,36.61,37.38,37.88,36.48,75873
2025-07-07,37.8,37.51,38.25,37.39,55814
2025-07-08,37.12,38.11,38.48,37.08,53070
2025-07-09,38.1,37.69,38.17,37.55,33897
2025-07-10,37.72,37.84,38.44,37.37,42768
2025-07-11,37.7,37.46,37.84,37.35,29671
2025-07-14,37.46,37.39,37.49,37.2,19338
2025-07-15,37.28,37.08,37.45,36.71,24250
2025-07-16,36.99,37.25,37.34,36.97,16585
2025-07-17,37.21,37.42,37.44,37.06,20953
2025-07-18,37.42,37.39,37.48,37.11,19894
